Property name,No. BRs,No. Beds,No. Baths,No. Guests allowed,Nightly Rate,Cleaning Fee,Rating,No. Reviews,Superhost Status (1 / 0),Amenities,Pets (1 / 0),Property Type,Location,Location Rating,Price_per_Guest,Link,Season
Sample Property 7012,4,6,4.0,10,392.05,209.05,4.43,51,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.5,39.2,https://www.airbnb.com/rooms/sample_54692,Peak
Sample Property 8052,2,3,2.0,4,127.31,128.41,3.78,240,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.4,31.83,https://www.airbnb.com/rooms/sample_12150,Off-Peak
Sample Property 7869,1,1,1.0,4,204.12,93.84,4.39,25,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.4,51.03,https://www.airbnb.com/rooms/sample_31402,Peak
Sample Property 4273,1,2,1.0,2,103.85,94.58,4.71,163,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.2,51.92,https://www.airbnb.com/rooms/sample_26161,Off-Peak
Sample Property 1987,3,4,3.0,8,329.05,160.62,3.81,10,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.6,41.13,https://www.airbnb.com/rooms/sample_7422,Peak
Sample Property 7780,1,2,1.0,4,167.64,108.96,4.58,240,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.8,41.91,https://www.airbnb.com/rooms/sample_38468,Peak
Sample Property 8843,2,3,1.0,6,131.19,116.9,3.79,135,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.6,21.86,https://www.airbnb.com/rooms/sample_72241,Off-Peak
Sample Property 2735,4,5,3.0,8,265.59,218.24,4.48,299,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",5.0,33.2,https://www.airbnb.com/rooms/sample_19202,Shoulder
Sample Property 4374,1,3,1.0,4,101.17,90.76,3.8,207,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",4.8,25.29,https://www.airbnb.com/rooms/sample_68620,Off-Peak
Sample Property 7099,1,3,1.0,3,113.15,86.84,4.89,120,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.8,37.72,https://www.airbnb.com/rooms/sample_4896,Shoulder
Sample Property 3408,1,1,1.0,3,76.36,78.26,3.63,248,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.4,25.45,https://www.airbnb.com/rooms/sample_18074,Off-Peak
Sample Property 9435,4,5,4.0,9,215.03,209.98,3.81,238,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.6,23.89,https://www.airbnb.com/rooms/sample_76958,Off-Peak
Sample Property 8842,2,3,1.0,5,162.36,127.64,3.76,129,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.6,32.47,https://www.airbnb.com/rooms/sample_94474,Shoulder
Sample Property 5917,1,2,1.0,2,179.5,98.18,4.74,24,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.0,89.75,https://www.airbnb.com/rooms/sample_16921,Peak
Sample Property 3494,4,4,3.0,8,187.52,216.33,4.46,42,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.4,23.44,https://www.airbnb.com/rooms/sample_79365,Off-Peak
Sample Property 6448,3,4,2.0,6,143.73,165.89,4.67,262,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",4.5,23.95,https://www.airbnb.com/rooms/sample_99943,Off-Peak
Sample Property 8870,1,1,1.0,2,69.12,87.91,4.17,6,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.4,34.56,https://www.airbnb.com/rooms/sample_69253,Off-Peak
Sample Property 8993,2,3,2.0,4,147.26,122.04,3.78,64,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.6,36.81,https://www.airbnb.com/rooms/sample_16053,Off-Peak
Sample Property 3355,2,2,2.0,4,220.8,150.61,3.9,116,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.3,55.2,https://www.airbnb.com/rooms/sample_93948,Peak
Sample Property 3672,2,4,2.0,4,289.42,127.91,4.93,16,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.8,72.36,https://www.airbnb.com/rooms/sample_3632,Peak
Sample Property 1775,5,5,4.0,11,469.63,263.12,4.84,199,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.5,42.69,https://www.airbnb.com/rooms/sample_56493,Peak
Sample Property 9599,3,3,2.0,6,325.86,182.28,3.66,16,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.5,54.31,https://www.airbnb.com/rooms/sample_48356,Peak
Sample Property 6439,3,5,3.0,8,278.71,177.19,4.14,110,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Summit West, Bend, OR",4.3,34.84,https://www.airbnb.com/rooms/sample_35145,Shoulder
Sample Property 9569,2,4,1.0,6,110.77,128.83,4.22,254,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.3,18.46,https://www.airbnb.com/rooms/sample_87528,Off-Peak
Sample Property 8569,2,3,2.0,4,122.7,121.61,3.84,152,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.4,30.68,https://www.airbnb.com/rooms/sample_77426,Off-Peak
Sample Property 6341,4,5,3.0,8,298.65,218.16,4.79,267,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.8,37.33,https://www.airbnb.com/rooms/sample_15998,Shoulder
Sample Property 4537,4,6,3.0,9,298.39,192.83,3.66,212,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Seventh Mountain, Bend, OR",4.2,33.15,https://www.airbnb.com/rooms/sample_46487,Shoulder
Sample Property 2653,4,4,3.0,10,403.2,224.35,4.35,29,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.8,40.32,https://www.airbnb.com/rooms/sample_29807,Peak
Sample Property 6343,2,3,1.0,4,222.89,136.1,4.82,9,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.2,55.72,https://www.airbnb.com/rooms/sample_31657,Peak
Sample Property 2037,5,5,4.0,11,241.25,253.19,4.62,19,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",5.0,21.93,https://www.airbnb.com/rooms/sample_9597,Off-Peak
Sample Property 3023,4,5,3.0,9,166.63,192.39,3.77,201,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Summit West, Bend, OR",4.8,18.51,https://www.airbnb.com/rooms/sample_15380,Off-Peak
Sample Property 7643,1,3,1.0,2,137.53,83.12,4.34,253,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Seventh Mountain, Bend, OR",4.6,68.77,https://www.airbnb.com/rooms/sample_60604,Shoulder
Sample Property 1541,4,6,4.0,10,311.6,205.47,4.97,116,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.4,31.16,https://www.airbnb.com/rooms/sample_94948,Shoulder
Sample Property 2019,1,3,1.0,3,210.27,96.31,3.95,160,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.8,70.09,https://www.airbnb.com/rooms/sample_83931,Peak
Sample Property 3097,4,6,4.0,8,410.22,198.8,3.75,106,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.7,51.28,https://www.airbnb.com/rooms/sample_90107,Peak
Sample Property 8999,5,7,5.0,12,395.66,248.05,3.78,48,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.7,32.97,https://www.airbnb.com/rooms/sample_26202,Shoulder
Sample Property 1685,4,5,4.0,10,348.23,205.43,4.42,187,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Sunriver, OR",5.0,34.82,https://www.airbnb.com/rooms/sample_80798,Shoulder
Sample Property 1631,4,5,3.0,9,299.6,207.79,4.96,181,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.3,33.29,https://www.airbnb.com/rooms/sample_41801,Shoulder
Sample Property 5000,5,7,4.0,11,354.53,238.69,4.66,69,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",5.0,32.23,https://www.airbnb.com/rooms/sample_77455,Shoulder
Sample Property 2938,5,6,4.0,11,447.79,255.67,3.96,160,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.1,40.71,https://www.airbnb.com/rooms/sample_33366,Peak
Sample Property 7566,1,1,1.0,2,110.24,67.16,4.56,16,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.5,55.12,https://www.airbnb.com/rooms/sample_13141,Off-Peak
Sample Property 4750,5,6,4.0,10,187.74,239.9,4.32,293,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.1,18.77,https://www.airbnb.com/rooms/sample_10801,Off-Peak
Sample Property 1781,5,6,5.0,11,230.52,254.59,3.86,167,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.0,20.96,https://www.airbnb.com/rooms/sample_81817,Off-Peak
Sample Property 6546,3,3,2.0,8,253.27,175.05,4.66,266,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.8,31.66,https://www.airbnb.com/rooms/sample_75940,Shoulder
Sample Property 4525,5,5,4.0,12,297.31,260.63,4.69,262,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.9,24.78,https://www.airbnb.com/rooms/sample_1899,Shoulder
Sample Property 7509,1,1,1.0,2,155.07,83.72,3.63,31,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.4,77.53,https://www.airbnb.com/rooms/sample_42871,Shoulder
Sample Property 7274,5,5,4.0,10,242.8,242.28,4.29,280,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",5.0,24.28,https://www.airbnb.com/rooms/sample_77276,Off-Peak
Sample Property 6569,5,5,4.0,11,214.87,261.4,4.73,212,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.9,19.53,https://www.airbnb.com/rooms/sample_59166,Off-Peak
Sample Property 7450,2,2,1.0,5,218.69,125.89,4.18,74,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",4.8,43.74,https://www.airbnb.com/rooms/sample_18059,Peak
Sample Property 6779,3,5,3.0,6,151.54,175.04,3.84,246,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.7,25.26,https://www.airbnb.com/rooms/sample_87961,Off-Peak
Sample Property 8568,5,7,5.0,10,256.85,252.2,4.65,251,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.9,25.69,https://www.airbnb.com/rooms/sample_72955,Off-Peak
Sample Property 6661,3,5,3.0,8,192.14,168.8,4.7,83,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",5.0,24.02,https://www.airbnb.com/rooms/sample_53910,Off-Peak
Sample Property 8230,1,3,1.0,4,106.87,94.95,4.34,123,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Summit West, Bend, OR",4.9,26.72,https://www.airbnb.com/rooms/sample_4494,Off-Peak
Sample Property 2762,5,5,4.0,10,469.61,246.97,3.84,221,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.9,46.96,https://www.airbnb.com/rooms/sample_14850,Peak
Sample Property 3479,1,1,1.0,3,146.18,112.53,3.55,34,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.6,48.73,https://www.airbnb.com/rooms/sample_49813,Shoulder
Sample Property 5577,5,5,5.0,10,489.73,250.28,4.82,64,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.9,48.97,https://www.airbnb.com/rooms/sample_71854,Peak
Sample Property 4740,1,3,1.0,2,204.44,107.5,4.46,27,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",5.0,102.22,https://www.airbnb.com/rooms/sample_46572,Peak
Sample Property 3261,2,3,2.0,6,247.53,114.51,3.88,60,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.1,41.26,https://www.airbnb.com/rooms/sample_85372,Peak
Sample Property 2455,2,2,2.0,4,248.75,152.78,3.92,176,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.0,62.19,https://www.airbnb.com/rooms/sample_58558,Peak
Sample Property 6482,3,3,2.0,8,319.6,197.31,3.57,232,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.6,39.95,https://www.airbnb.com/rooms/sample_33624,Peak
Sample Property 4629,5,7,5.0,12,498.72,244.1,3.75,167,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.7,41.56,https://www.airbnb.com/rooms/sample_72125,Peak
Sample Property 9365,1,1,1.0,4,103.76,94.2,3.58,214,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.3,25.94,https://www.airbnb.com/rooms/sample_38212,Off-Peak
Sample Property 4808,1,3,1.0,3,157.64,111.99,4.11,242,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.7,52.55,https://www.airbnb.com/rooms/sample_86121,Shoulder
Sample Property 8544,2,3,2.0,6,107.18,130.07,3.73,258,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.9,17.86,https://www.airbnb.com/rooms/sample_30374,Off-Peak
Sample Property 2856,3,4,2.0,7,276.06,163.54,3.63,212,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.7,39.44,https://www.airbnb.com/rooms/sample_38393,Peak
Sample Property 4259,4,4,3.0,10,294.12,201.95,3.84,287,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Sunriver, OR",4.9,29.41,https://www.airbnb.com/rooms/sample_68671,Shoulder
Sample Property 8835,3,4,3.0,6,367.94,200.87,4.15,195,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.9,61.32,https://www.airbnb.com/rooms/sample_71443,Peak
Sample Property 2829,5,6,4.0,11,341.26,247.91,4.77,175,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Larkspur, Bend, OR",4.1,31.02,https://www.airbnb.com/rooms/sample_5745,Shoulder
Sample Property 8597,5,6,5.0,11,372.96,254.09,3.55,233,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Summit West, Bend, OR",4.1,33.91,https://www.airbnb.com/rooms/sample_53162,Shoulder
Sample Property 1785,5,6,5.0,10,447.52,237.79,4.74,284,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Sunriver, OR",4.0,44.75,https://www.airbnb.com/rooms/sample_36576,Peak
Sample Property 6498,4,4,4.0,8,451.46,212.5,4.76,41,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.2,56.43,https://www.airbnb.com/rooms/sample_341,Peak
Sample Property 7626,4,4,3.0,10,298.37,198.17,3.73,138,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.7,29.84,https://www.airbnb.com/rooms/sample_57170,Shoulder
Sample Property 3660,1,2,1.0,2,181.7,89.15,4.31,146,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Southwest Bend, Bend, OR",4.6,90.85,https://www.airbnb.com/rooms/sample_26422,Peak
Sample Property 2207,5,7,4.0,11,227.76,252.8,3.91,45,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.9,20.71,https://www.airbnb.com/rooms/sample_60012,Off-Peak
Sample Property 3454,4,5,4.0,10,263.47,219.57,4.08,202,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.7,26.35,https://www.airbnb.com/rooms/sample_55221,Off-Peak
Sample Property 5258,3,4,2.0,8,258.11,173.82,3.8,115,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.3,32.26,https://www.airbnb.com/rooms/sample_80019,Shoulder
Sample Property 2137,3,5,3.0,6,184.45,161.38,4.22,213,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.1,30.74,https://www.airbnb.com/rooms/sample_77950,Off-Peak
Sample Property 7144,5,6,5.0,12,497.53,246.44,3.6,140,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.7,41.46,https://www.airbnb.com/rooms/sample_11391,Peak
Sample Property 8427,1,3,1.0,4,160.8,99.75,4.11,74,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Southwest Bend, Bend, OR",4.6,40.2,https://www.airbnb.com/rooms/sample_10208,Peak
Sample Property 8913,2,2,2.0,6,120.73,127.81,3.86,187,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.7,20.12,https://www.airbnb.com/rooms/sample_96159,Off-Peak
Sample Property 4701,4,5,4.0,10,200.61,203.02,3.98,52,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Southwest Bend, Bend, OR",4.2,20.06,https://www.airbnb.com/rooms/sample_35597,Off-Peak
Sample Property 8651,5,7,5.0,12,439.61,251.84,4.44,51,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Old Bend, Bend, OR",4.7,36.63,https://www.airbnb.com/rooms/sample_8245,Peak
Sample Property 8016,4,4,4.0,10,326.12,218.12,4.62,78,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.8,32.61,https://www.airbnb.com/rooms/sample_50962,Shoulder
Sample Property 6276,1,3,1.0,3,106.5,81.33,4.9,120,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.8,35.5,https://www.airbnb.com/rooms/sample_5572,Off-Peak
Sample Property 7091,4,5,4.0,10,310.47,217.56,4.51,185,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.9,31.05,https://www.airbnb.com/rooms/sample_44761,Shoulder
Sample Property 9043,2,4,2.0,4,198.83,130.68,3.69,280,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.8,49.71,https://www.airbnb.com/rooms/sample_63116,Shoulder
Sample Property 4374,5,6,5.0,10,318.35,250.17,3.67,255,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Seventh Mountain, Bend, OR",4.1,31.84,https://www.airbnb.com/rooms/sample_85993,Shoulder
Sample Property 4237,5,6,5.0,10,358.38,264.17,4.21,99,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.3,35.84,https://www.airbnb.com/rooms/sample_18136,Shoulder
Sample Property 6184,4,5,4.0,9,413.13,229.65,4.84,251,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.8,45.9,https://www.airbnb.com/rooms/sample_10294,Peak
Sample Property 9088,2,2,1.0,6,110.43,120.06,4.6,101,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.0,18.41,https://www.airbnb.com/rooms/sample_61611,Off-Peak
Sample Property 3745,1,2,1.0,3,201.07,82.77,4.79,180,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.1,67.02,https://www.airbnb.com/rooms/sample_81030,Peak
Sample Property 1719,5,5,5.0,12,350.22,235.32,3.95,134,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.5,29.19,https://www.airbnb.com/rooms/sample_88840,Shoulder
Sample Property 9680,1,3,1.0,2,127.08,88.2,4.91,225,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.5,63.54,https://www.airbnb.com/rooms/sample_58586,Shoulder
Sample Property 7683,4,5,3.0,8,432.53,214.33,4.67,16,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.9,54.07,https://www.airbnb.com/rooms/sample_46474,Peak
Sample Property 8006,3,3,3.0,8,358.07,170.61,4.51,48,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.5,44.76,https://www.airbnb.com/rooms/sample_90271,Peak
Sample Property 2946,1,2,1.0,3,68.22,88.44,4.64,223,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Old Bend, Bend, OR",4.6,22.74,https://www.airbnb.com/rooms/sample_44606,Off-Peak
Sample Property 9811,2,3,1.0,5,144.02,127.33,4.77,239,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.4,28.8,https://www.airbnb.com/rooms/sample_28329,Shoulder
Sample Property 8186,4,6,3.0,10,163.04,214.62,3.76,153,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.7,16.3,https://www.airbnb.com/rooms/sample_28002,Off-Peak
Sample Property 9199,1,3,1.0,2,77.17,94.88,4.66,93,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.2,38.59,https://www.airbnb.com/rooms/sample_93784,Off-Peak
Sample Property 9155,2,3,2.0,5,269.27,135.47,4.89,254,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.3,53.85,https://www.airbnb.com/rooms/sample_84290,Peak
Sample Property 3787,3,4,3.0,8,381.99,167.53,3.93,247,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.5,47.75,https://www.airbnb.com/rooms/sample_92765,Peak
Sample Property 4929,1,3,1.0,2,133.31,83.28,4.04,273,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Seventh Mountain, Bend, OR",4.6,66.66,https://www.airbnb.com/rooms/sample_66642,Shoulder
Sample Property 5200,4,4,3.0,8,164.47,210.33,3.84,192,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.2,20.56,https://www.airbnb.com/rooms/sample_63044,Off-Peak
Sample Property 2132,5,7,4.0,12,371.02,245.26,4.03,153,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.8,30.92,https://www.airbnb.com/rooms/sample_8276,Shoulder
Sample Property 5570,2,2,2.0,4,196.84,126.83,3.6,270,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Summit West, Bend, OR",4.1,49.21,https://www.airbnb.com/rooms/sample_45096,Shoulder
Sample Property 4252,5,6,5.0,11,316.5,262.48,3.92,278,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",4.8,28.77,https://www.airbnb.com/rooms/sample_49977,Shoulder
Sample Property 4156,5,5,4.0,11,452.67,256.46,3.96,2,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",5.0,41.15,https://www.airbnb.com/rooms/sample_85030,Peak
Sample Property 3749,3,5,2.0,8,321.82,183.97,4.73,111,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.4,40.23,https://www.airbnb.com/rooms/sample_7215,Peak
Sample Property 4273,4,6,3.0,9,229.78,219.79,3.53,161,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",5.0,25.53,https://www.airbnb.com/rooms/sample_12298,Off-Peak
Sample Property 6310,1,1,1.0,4,127.32,92.5,4.26,291,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Old Bend, Bend, OR",4.7,31.83,https://www.airbnb.com/rooms/sample_7264,Shoulder
Sample Property 4664,3,4,3.0,8,183.32,174.22,3.55,168,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Southwest Bend, Bend, OR",5.0,22.91,https://www.airbnb.com/rooms/sample_1539,Off-Peak
Sample Property 4171,1,3,1.0,4,97.39,94.93,4.68,127,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.8,24.35,https://www.airbnb.com/rooms/sample_18920,Shoulder
Sample Property 4922,2,2,1.0,5,187.98,119.99,4.56,167,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.7,37.6,https://www.airbnb.com/rooms/sample_390,Shoulder
Sample Property 8262,5,6,5.0,12,378.74,252.3,3.96,150,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.5,31.56,https://www.airbnb.com/rooms/sample_43527,Shoulder
